Platform,ID,Title,Members,Views,Likes,Comments,Favorites,Shares,Date,URL
TIKTOK,7368367644342308097,✧*｡𝑰𝑽𝑬 𝑺𝑾𝑰𝑻𝑪𝑯｡*✧ 🐥🪄 #Accendio #아센디오 #IVE #아이브 #アイヴ #REI #레이 #レイ #2ndEP #IVE_SWITCH #NewMusic ,REI,10100000,269400,1044,,2927,2024-05-13,https://www.tiktok.com/@ive.official/video/7368367644342308097
TIKTOK,7469643059186158866,This is “𝓦𝓸𝓷𝔂𝓸𝓾𝓷𝓰 𝓣𝓾𝓻𝓷” 🌪️ #IVE #아이브 #アイヴ #JANGWONYOUNG #장원영  #ジャンウォニョン #ウォニョン #IVE_EMPATHY #ATTITUDE #IVE_ATTITUDE #REBELHEART #IVE_REBELHEART #ATTITUDEchallenge #NewMusic,WONYOUNG,10000000,910000,6088,,19500,2025-02-10,https://www.tiktok.com/@ive.official/video/7469643059186158866
TIKTOK,7087061295777713409,DIVE 하겠습니다 🙇‍♀️ #LOVEDIVEchallenge #러브다이브챌린지 #IVE #아이브 #ANYUJIN #안유진 #GAEUL #가을 #LOVEDIVE #러브다이브,YUJIN/GAEUL,10000000,1200000,7398,,3787,2022-04-16,https://www.tiktok.com/@ive.official/video/7087061295777713409
TIKTOK,7407705388176477456,레이 충전타임 🪫 #IVE #아이브 #アイヴ #REI #레이 #レイ,REI,9800000,1700000,21400,,66300,2024-08-27,https://www.tiktok.com/@ive.official/video/7407705388176477456
TIKTOK,7363250009913036050,자꾸 아이브 보면 탐이 탐이 나👀💕 #해야챌린지 #HEYAchallenge #해야 #HEYA #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン #GAEUL #가을 #ガウル #LIZ #리즈 #リズ #2ndEP #IVE_SWITCH #NewMusic,YUJIN/GAEUL/LIZ,9700000,430200,4475,,4669,2024-04-29,https://www.tiktok.com/@ive.official/video/7363250009913036050
TIKTOK,7531683765685341447,바라밥심즈 🎶 #IVE #아이브 #アイヴ #ANYUJIN #안유진  #アンユジン #ユジン #GAEUL #가을 #ガウル #REI #레이 #レイ,YUJIN/REI/GAEUL,9500000,1000000,5143,,20800,2025-07-27,https://www.tiktok.com/@ive.official/video/7531683765685341447
TIKTOK,7392155759297039636,Thinking about WONYOUNG 🎀🍒 #IVE #아이브 #アイヴ  #JANGWONYOUNG #장원영  #ジャンウォニョン #ウォニョン ,WONYOUNG,9500000,1400000,13900,,28500,2024-07-16,https://www.tiktok.com/@ive.official/video/7392155759297039636
TIKTOK,7248927522484800786,두콩즈 FØrёvёr...☆ #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン #REI #레이 #レイクレ ,YUJIN/REI,9500000,1100000,7435,,12500,2023-06-26,https://www.tiktok.com/@ive.official/video/7248927522484800786
TIKTOK,7365520124637433095,어린이날 기념 아기 영리즈 재연 🫧 #IVE #아이브 #アイヴ #JANGWONYOUNG #장원영  #ジャンウォニョン #ウォニョン #LIZ #리즈 #リズ #2ndEP #IVE_SWITCH  #해야 #HEYA #Accendio #아센디오 #어린이날,WONYOUNG/LIZ,9400000,1000000,4463,,5821,2024-05-05,https://www.tiktok.com/@ive.official/video/7365520124637433095
TIKTOK,7221771778383744258,I AM wonyoung🤍  #IAMchallenge #아이엠챌린지 #IAM #아이엠 #IVE #아이브 #IveIVE #아이해브아이브 #JANGWONYOUNG #장원영 ,WONYOUNG,9400000,1500000,11300,,12700,2023-04-14,https://www.tiktok.com/@ive.official/video/7221771778383744258
TIKTOK,7209899706724388104,🐱🐱🐱🐱🐱🐱🤍🎶 #IVE #아이브 ,GROUP/UNKNOWN,9400000,1600000,12200,,15900,2023-03-13,https://www.tiktok.com/@ive.official/video/7209899706724388104
TIKTOK,7588040546132741383,𝑃𝑟𝑒𝑡𝑡𝑦 𝐺𝑖𝑟𝑙𝑠 🖤🥀🩵 #이서 #규진 #홍은채 ,LEESEO,9000000,1500000,8525,,29700,2025-12-26,https://www.tiktok.com/@ive.official/video/7588040546132741383
TIKTOK,7347588523047931144,‎• ﻌ •. 🌈✨ #IVE #아이브 #アイヴ #LIZ #리즈 #リズ ,LIZ,8900000,1100000,8491,,11300,2024-03-18,https://www.tiktok.com/@ive.official/video/7347588523047931144
TIKTOK,7434837600214568210,La li la li la la li la li la 🎵 #IVE #아이브 #アイヴ #SUPERNOVALOVE #DAVIDGUETTA,GROUP/UNKNOWN,8800000,873100,7183,,11600,2024-11-08,https://www.tiktok.com/@ive.official/video/7434837600214568210
TIKTOK,7255544718593887495,가장 좋아하는 표정을 짓고 신나게 웃어봐 😆💙  #IVE #아이브 #IWANT #PEPSI #펩시 #PEPSI_ZERO_SUGAR #펩시제로슈거 #IWANTchallenge #아이원트챌린지 ,GROUP/UNKNOWN,8800000,994000,10200,,12000,2023-07-14,https://www.tiktok.com/@ive.official/video/7255544718593887495
TIKTOK,7220420311072722178,I HAVE IVE ✨🛫 #IAMchallenge #아이엠챌린지 #IAM #아이엠 #IVE #아이브 #IveIVE #아이해브아이브,GROUP/UNKNOWN,8800000,1000000,7459,,9100,2023-04-10,https://www.tiktok.com/@ive.official/video/7220420311072722178
TIKTOK,7602190701610175751,𝘈𝘳𝘦 𝘺𝘰𝘶 𝘳𝘦𝘢𝘥𝘺 𝘧𝘰𝘳 𝔹𝔸ℕ𝔾 𝔹𝔸ℕ𝔾 ?💥💥 #IVE #아이브 #BANGBANG #IVE_BANGBANG  #BANGBANGchallenge,GROUP/UNKNOWN,8700000,1100000,8736,,46900,2026-02-02,https://www.tiktok.com/@ive.official/video/7602190701610175751
TIKTOK,7511243336980761863,𝐵𝐴𝑆𝑆 𝐷𝑂𝑊𝑁 𝐿𝑂𝑊 #IVE #아이브 #アイヴ #GAEUL #가을 #ガウル ,GAEUL,8700000,1100000,6157,,18000,2025-06-02,https://www.tiktok.com/@ive.official/video/7511243336980761863
TIKTOK,7248925933246139666,두콩즈의 대기시간...💚🩷 #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン #REI #레이 #レイ,YUJIN/REI,8700000,1300000,11200,,17800,2023-06-26,https://www.tiktok.com/@ive.official/video/7248925933246139666
TIKTOK,7502466465145031943,📸 #성균관대학교 이 열정이 저 태양보다 뜨거울테니 ❤️‍🔥 #IVE #아이브 #アイヴ #AfterLIKE #애프터라이크,GROUP/UNKNOWN,8600000,1100000,7730,,8483,2025-05-09,https://www.tiktok.com/@ive.official/video/7502466465145031943
TIKTOK,7119787903101766914,Ma IVE 🍑#IVE #아이브 #ANYUJIN #안유진#REI #레이,YUJIN/REI,8600000,1300000,9458,,5748,2022-07-13,https://www.tiktok.com/@ive.official/video/7119787903101766914
TIKTOK,7496002190499122450,2⃣콩즈 core ✰ღ #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン #REI #레이 #レイ  ,YUJIN/REI,8500000,1300000,22200,,127000,2025-04-22,https://www.tiktok.com/@ive.official/video/7496002190499122450
TIKTOK,7222214894177848578,아이브는 릴레이 비행중 ✈️  #IAMchallenge #아이엠챌린지 #IAM #아이엠 #IVE #아이브 #IveIVE #아이해브아이브 ,REI,8500000,1200000,4651,,4670,2023-04-15,https://www.tiktok.com/@ive.official/video/7222214894177848578
TIKTOK,7221734765777538306,거부할 수 없는 #몬스타엑스 @몬스타엑스_MONSTA X  #기현 선배님과 #IAMchallenge EASY ver. 🔗 #아이엠챌린지 #IVE #아이브 #GAEUL #가을 #IveIVE #아이해브아이브,GAEUL,8500000,604700,2017,,3539,2023-04-14,https://www.tiktok.com/@ive.official/video/7221734765777538306
TIKTOK,7136395977891646721,내 장점이 뭔지 알아? 내가 바로 “김가을”이란 거야 😎💙 #IVE #아이브 #AfterLIKE #애프터라이크 #GAEUL #가을 #AfterLIKEchallenge #애프터라이크챌린지 ,GAEUL,8500000,1000000,8797,,7637,2022-08-27,https://www.tiktok.com/@ive.official/video/7136395977891646721
TIKTOK,7449673854152183047,머리 어깨 무릎 발 〰️ ✨ #IVE #아이브 #アイヴ ,GROUP/UNKNOWN,8400000,1200000,8789,,18400,2024-12-18,https://www.tiktok.com/@ive.official/video/7449673854152183047
TIKTOK,7329393836541627655,Wanna love you like I do 💕 #IVE #아이브 #アイヴ #GAEUL #가을 #ガウル #LEESEO #이서 #イソ ,GAEUL/LEESEO,8400000,1100000,4618,,8891,2024-01-29,https://www.tiktok.com/@ive.official/video/7329393836541627655
TIKTOK,7450340072005668114,Give this to the one you love 💝 #IVE #아이브 #アイヴ  #JANGWONYOUNG #장원영  #ジャンウォニョン #ウォニョン ,WONYOUNG,8300000,1400000,19500,,47200,2024-12-20,https://www.tiktok.com/@ive.official/video/7450340072005668114
TIKTOK,7134641919505861889,콩순이도 유↗️ 후~ 💚 #IVE #아이브 #AfterLIKE #애프터라이크 #REI #레이 #AfterLIKEchallenge #애프터라이크챌린지 ,REI,8300000,783400,7656,,7849,2022-08-22,https://www.tiktok.com/@ive.official/video/7134641919505861889
TIKTOK,7587775438664076562,REBEL HEART (Holiday ver.) 🎅🏻ྀི🎄 #IVE #아이브 #アイヴ #2025SBS가요대전,GROUP/UNKNOWN,8199999,1100000,6865,,16800,2025-12-25,https://www.tiktok.com/@ive.official/video/7587775438664076562
TIKTOK,7513824994799914245,Kasih aba aba 🧛‍♀🖤 #IVE #아이브 #アイヴ #LEESEO #이서 #イソ,LEESEO,8199999,1100000,15800,,98000,2025-06-09,https://www.tiktok.com/@ive.official/video/7513824994799914245
TIKTOK,7438506479931477256,강아지도 짐승돌이 될 수 있으니 각오해라  #IVE #아이브 #アイヴ #ANYUJIN #안유진  #アンユジン #ユジン,YUJIN,8199999,1100000,6143,,15600,2024-11-18,https://www.tiktok.com/@ive.official/video/7438506479931477256
TIKTOK,7372506706397433108,I dropped my wallet ✨🍑 #IVE #아이브 #アイヴ #REI #레이 #レイ,REI,8199999,1200000,7712,,18000,2024-05-24,https://www.tiktok.com/@ive.official/video/7372506706397433108
TIKTOK,7191812518984142081,LOVE DIVE 🐶🐿️🦋🐰🐈‍⬛🐯 ❤️‍🔥 #IVE #아이브 #LOVEDIVE #러브다이브 #LOVEDIVEJPチャレンジ #LOVEDIVEJPChallenge,GROUP/UNKNOWN,8199999,781800,6048,,3740,2023-01-23,https://www.tiktok.com/@ive.official/video/7191812518984142081
TIKTOK,7494969543266258183,🐿 🐔 😽 🍌 🐯 #IVE #아이브 #アイヴ #GAEUL #가을 #ガウル  #LIZ #리즈 #リズ  #LEESEO #이서 #イソ ,GAEUL/LIZ/LEESEO,8100000,685200,6097,,18600,2025-04-19,https://www.tiktok.com/@ive.official/video/7494969543266258183
TIKTOK,7364301285996219666,#라치카 #시미즈 쌤과 함께 #해야챌린지 #HEYAchallenge 🔥🌞 #해야 #HEYA #IVE #아이브 #アイヴ #JANGWONYOUNG #장원영 #ジャンウォニョン #ウォニョン #LACHICA #SIMEEZ #2ndEP #IVE_SWITCH #NewMusic ,WONYOUNG,8100000,975700,3536,,5186,2024-05-02,https://www.tiktok.com/@ive.official/video/7364301285996219666
TIKTOK,7467130246270160136,행운은 늘 네 편인 걸 ⋆˚✿˖° #IVE #아이브 #アイヴ  #HappyREIday  #어디에서도_레이생일_지키기 🪽 #IVE_EMPATHY  #ATTITUDE #IVE_ATTITUDE  #REBELHEART #IVE_REBELHEART  #ATTITUDEchallenge  #IVE가_정할게_ATTITUDE ❤‍🩹 #NewMusic ,REI,8000000,571900,2947,,7670,2025-02-03,https://www.tiktok.com/@ive.official/video/7467130246270160136
TIKTOK,7180726590089874690,프리티 원영 🎀☁️ #IVE #아이브 #JANGWONYOUNG #장원영 #KARA #prettygirl,WONYOUNG,8000000,819300,11000,,26400,2022-12-24,https://www.tiktok.com/@ive.official/video/7180726590089874690
TIKTOK,7323737505033997575,And it feels like… we could do this all night 🌃⭐ https://IVE.lnk.to/AllNight  #IVE #아이브 #アイヴ #IVExSaweetie #IVEAllNight #AllNight #PopGoRock ,GROUP/UNKNOWN,7900000,1200000,7217,,5451,2024-01-14,https://www.tiktok.com/@ive.official/video/7323737505033997575
TIKTOK,7235224361869905170,제일 좋은 어느 날의 연세대💙🤍🩵 #IVE #아이브 #アイヴ  #IveIVE #아이해브아이브  #IAM #아이엠  #연세대학교 #아카라카,GROUP/UNKNOWN,7900000,1300000,6805,,7354,2023-05-20,https://www.tiktok.com/@ive.official/video/7235224361869905170
TIKTOK,7474472205808717074,luther Covered by IVE REI (Shorts ver.) #IVE #아이브 #アイヴ #REI #레이 #レイ #IVE_EMPATHY #ATTITUDE #IVE_ATTITUDE #REBELHEART #IVE_REBELHEART #DIVE_INTO_IVE,REI,7800000,1400000,5647,,39700,2025-02-23,https://www.tiktok.com/@ive.official/video/7474472205808717074
TIKTOK,7363295808889851154,아빠 챌린지 진짜 잘하시네 🚘 저번보다 훨씬 잘하시네 🤭 (w. 나영석 피디님) #해야챌린지 #HEYAchallenge #해야 #HEYA #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン #2ndEP #IVE_SWITCH #채널십오야 #NewMusic  ,YUJIN,7700000,330000,1913,,2422,2024-04-29,https://www.tiktok.com/@ive.official/video/7363295808889851154
TIKTOK,7215565568357715201,K-I-T-S-C-H 😎  #Kitsch #KitschChallenge #키치챌린지 #IVE #아이브 #IveIVE #아이해브아이브,GROUP/UNKNOWN,7700000,1000000,4842,,6508,2023-03-28,https://www.tiktok.com/@ive.official/video/7215565568357715201
TIKTOK,7083362031214120193,"Narcissistic, my god I love it 💘#LOVEDIVEchallenge #러브다이브챌린지 #IVE #아이브 #REI #레이 #LOVEDIVE #러브다이브",REI,7700000,813800,5201,,8618,2022-04-06,https://www.tiktok.com/@ive.official/video/7083362031214120193
TIKTOK,7426992028950482183,도레미 챌린지가 제일 쉬웠어요 -🐥- (볼륨주의 🔊) #IVE #아이브 #アイヴ #REI #레이 #レイ,REI,7600000,790600,16100,,17900,2024-10-18,https://www.tiktok.com/@ive.official/video/7426992028950482183
TIKTOK,7431065631304273160,"1,2,3 IVE is Back ♨ #IVE #아이브 #アイヴ #123IVE5 ",GROUP/UNKNOWN,7500000,903700,6794,,10900,2024-10-29,https://www.tiktok.com/@ive.official/video/7431065631304273160
TIKTOK,7463687824236088584,𝙎𝙡𝙖𝙮 하고 싶었지만 그저 발재간이 𝒮𝓁ℴ𝓌한 𝒢𝒾𝓇𝓁 〜 #IVE #아이브 #アイヴ  #ANYUJIN #안유진  #アンユジン #ユジン #IVE_EMPATHY #REBELHEART #IVE_REBELHEART #ATTITUDE #IVE_ATTITUDE,YUJIN,7400000,654900,3440,,7762,2025-01-25,https://www.tiktok.com/@ive.official/video/7463687824236088584
TIKTOK,7419264673805028615,화해즈 🐥❤🐱 #IVE #아이브 #アイヴ #REI #레이 #レイ #LIZ #리즈 #リズ,REI/LIZ,7400000,1200000,9724,,50000,2024-09-27,https://www.tiktok.com/@ive.official/video/7419264673805028615
TIKTOK,7368359907927641345,✧*｡𝑰𝑽𝑬 𝑺𝑾𝑰𝑻𝑪𝑯｡*✧ 🐶🪄 #Accendio #아센디오 #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン #2ndEP #IVE_SWITCH #NewMusic ,YUJIN,7400000,135800,498,,2387,2024-05-13,https://www.tiktok.com/@ive.official/video/7368359907927641345
TIKTOK,7327432388772973842,🕑🤍🌃 #AllNightChallenge with #LEEJUNHO #이준호 #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン #IVExSaweetie #IVEAllNight #AllNight #PopGoRock #NEWMUSIC,YUJIN,7400000,913200,5285,,7307,2024-01-24,https://www.tiktok.com/@ive.official/video/7327432388772973842
TIKTOK,7222955884823989505,만찢남 #몬스타엑스 #형원 선배님과 #내춤춰챌린지 📚💃  #Kitsch #KitschChallenge #키치챌린지 #IVE #아이브 #ANYUJIN #안유진 #IveIVE #아이해브아이브 ,YUJIN,7400000,1000000,2842,,4440,2023-04-17,https://www.tiktok.com/@ive.official/video/7222955884823989505
TIKTOK,7220344119313452290,IVE THE 1ST ALBUM  <I’ve IVE> 'I AM' MV https://youtu.be/6ZUIwj3FgUY #IVE #아이브 #アイヴ #IveIVE #아이해브아이브  #IAM #아이엠 #오늘_내게_열리는건_아이브컴백 ,GROUP/UNKNOWN,7400000,1300000,11600,,13000,2023-04-10,https://www.tiktok.com/@ive.official/video/7220344119313452290
TIKTOK,7468962804452576519,투닥기니 🫛❤️ #IVE #아이브 #アイヴ  #ANYUJIN #안유진  #アンユジン #ユジン #REI #레이 #レイ #IVE_EMPATHY #ATTITUDE #IVE_ATTITUDE #REBELHEART #IVE_REBELHEART #ATTITUDEchallenge #NewMusic,YUJIN/REI,7300000,391900,2453,,6774,2025-02-08,https://www.tiktok.com/@ive.official/video/7468962804452576519
TIKTOK,7350192436297125128,가라 레이몬 ☄️ #IVE #아이브 #アイヴ #REI #레이 #レイ #Pokemon,REI,7300000,882900,7362,,12000,2024-03-25,https://www.tiktok.com/@ive.official/video/7350192436297125128
TIKTOK,7219603348876496130,So that is who I AM ✨ #IAMchallenge #아이엠챌린지 #IAM #아이엠 #IVE #아이브 #IveIVE #아이해브아이브,GROUP/UNKNOWN,7300000,756000,9487,,21800,2023-04-08,https://www.tiktok.com/@ive.official/video/7219603348876496130
TIKTOK,7197741639241125121,레이의 변신은 무죄 🎀🤍  #IVE #아이브 #REI #레이 #헤어컬러체인지 ,REI,7300000,936800,7381,,7609,2023-02-08,https://www.tiktok.com/@ive.official/video/7197741639241125121
TIKTOK,7428104673783074066,AnPT.  #IVE #아이브 #アイヴ #ANYUJIN #안유진  #アンユジン #ユジン,YUJIN,7200000,1000000,7696,,16600,2024-10-21,https://www.tiktok.com/@ive.official/video/7428104673783074066
TIKTOK,7388800605751364882,🥟🎀 : tell me tell me ! (feat. 피아노) #IVE #아이브 #アイヴ  #REI #레이 #レイ ,REI,7200000,883600,8395,,23100,2024-07-07,https://www.tiktok.com/@ive.official/video/7388800605751364882
TIKTOK,7081630637546835201,난 몰랐어 우리 포즈가 이리 다채로운지 🎶#IVE #아이브 #YUJIN #유진#GAEUL #가을 #REI #레이#LOVEDIVE #러브다이브,YUJIN/REI/GAEUL,7100000,1200000,5410,,5170,2022-04-01,https://www.tiktok.com/@ive.official/video/7081630637546835201
TIKTOK,7215164080468888850,우리만의 자유로운 Nineteen’s 'Kitsch' 😈 #Kitsch #KitschChallenge #키치챌린지 #IVE #아이브 #アイヴ  #IveIVE #아이해브아이브,GROUP/UNKNOWN,6900000,778800,7319,,11500,2023-03-27,https://www.tiktok.com/@ive.official/video/7215164080468888850
TIKTOK,7460071987197627666,킬러즈에게 맡겨둘래 🏹🩶 with #aespa #카리나 @aespa official  #IVE #아이브 #アイヴ #ANYUJIN #안유진  #アンユジン #ユジン #æspa #에스파 #KARINA  #IVE_EMPATHY #REBELHEART #IVE_REBELHEART #REBELHEARTchallenge #NewMusic,YUJIN,6800000,1000000,8036,,16800,2025-01-15,https://www.tiktok.com/@ive.official/video/7460071987197627666
TIKTOK,7215148376118054146,IVE 아이브 ‘Kitsch' MV ALBUM RELEASE 2023.04.10 MON 6PM (KST) #IVE #아이브 #アイヴ #IveIVE #아이해브아이브 #Kitsch ,GROUP/UNKNOWN,6800000,732500,7213,,6782,2023-03-27,https://www.tiktok.com/@ive.official/video/7215148376118054146
TIKTOK,7095280157707062530,ELEVEN ✨🤭🫢#ELEVENchallenge #일레븐챌린지 #IVE #아이브 #ANYUJIN #안유진 #REI #레이 #LIZ #리즈 #ELEVEN #일레븐,YUJIN/REI/LIZ,6800000,1000000,14000,,7792,2022-05-08,https://www.tiktok.com/@ive.official/video/7095280157707062530
TIKTOK,7529488218815843602,오늘의 메뉴 : 𝑀𝑎𝑛𝑑𝑢 🥟 & 𝑆𝑜𝑑𝑎 🫧 #IVE #아이브 #アイヴ #REI #레이 #レイ #SodaPop #KpopDemonHunters,REI,6700000,436000,7194,,15200,2025-07-21,https://www.tiktok.com/@ive.official/video/7529488218815843602
TIKTOK,7395851264006819090,𝚆𝚑𝚊𝚝’𝚜 𝚒𝚗 𝚁𝙴𝙸’𝚜 𝚋𝚊𝚐❔👀✨ #IVE #아이브 #アイヴ #REI #레이 #レイ,REI,6700000,1000000,6148,,14900,2024-07-26,https://www.tiktok.com/@ive.official/video/7395851264006819090
TIKTOK,7365128441923980561,나피디님 #해야챌린지 #HEYAchallenge 비하인드 🚘🤭 #해야 #HEYA #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン #2ndEP #IVE_SWITCH #채널십오야 #NewMusic ,YUJIN,6700000,676300,1464,,2578,2024-05-04,https://www.tiktok.com/@ive.official/video/7365128441923980561
TIKTOK,7328045773692701960,공주는 지나간 순간을 후회하지 않아. 👑✨ #IVE #아이브 #アイヴ,GROUP/UNKNOWN,6700000,657000,6701,,4869,2024-01-25,https://www.tiktok.com/@ive.official/video/7328045773692701960
TIKTOK,7321212513054444808,네가 날 좋아한다고 들었는데~🖤 #IVE #아이브 #アイヴ ,GROUP/UNKNOWN,6700000,1000000,12600,,8584,2024-01-07,https://www.tiktok.com/@ive.official/video/7321212513054444808
TIKTOK,7306048430814596354,Catch me if you can! 💨 #BaddieChallenge #Baddie #IVE #아이브 #アイヴ #1stEP #IVEMINE #NewMusic ,GROUP/UNKNOWN,6700000,607100,3950,,2872,2023-11-27,https://www.tiktok.com/@ive.official/video/7306048430814596354
TIKTOK,7221054297205755137,밝게 빛이 나는 길을 찾아  👑  #IAMchallenge #아이엠챌린지 #IAM #아이엠 #IVE #아이브 #IveIVE #아이해브아이브,GROUP/UNKNOWN,6700000,997600,3882,,4279,2023-04-12,https://www.tiktok.com/@ive.official/video/7221054297205755137
TIKTOK,7191337252134472962,까치 까치 설날은 어저께고요〰️ 우리 우리 설날은 오늘이래요〰️🎵🎶 DIVE 새해 복 많이 받으세요 💕   #IVE #아이브 #HappyNewYear2023,GROUP/UNKNOWN,6700000,786700,11300,,8150,2023-01-22,https://www.tiktok.com/@ive.official/video/7191337252134472962
